model_name	seed	aug_strategy	ratio	iteration	train_size	precision	recall	f1
FacebookAI/roberta-base	40	no_augmentation	0	1	3394	0.6140350877192983	0.4865616311399444	0.5429162357807652
FacebookAI/roberta-base	41	no_augmentation	0	1	3394	0.6830530401034929	0.4893419833178869	0.5701943844492441
FacebookAI/roberta-base	42	no_augmentation	0	1	3394	0.6521239954075775	0.5264133456904542	0.5825641025641026
FacebookAI/roberta-base	43	no_augmentation	0	1	3394	0.6158940397350994	0.5171455050973123	0.5622166246851384
FacebookAI/roberta-base	44	no_augmentation	0	1	3394	0.6678787878787878	0.5106580166821131	0.5787815126050421
FacebookAI/roberta-base	40	reverse_letter_case	0.1	1	3522	0.582591493570722	0.5458758109360519	0.5636363636363636
FacebookAI/roberta-base	41	reverse_letter_case	0.1	1	3522	0.6401816118047673	0.5227062094531975	0.5755102040816327
FacebookAI/roberta-base	42	reverse_letter_case	0.1	1	3522	0.6287292817679558	0.5273401297497683	0.5735887096774194
FacebookAI/roberta-base	43	reverse_letter_case	0.1	1	3522	0.6262403528114664	0.5264133456904542	0.5720040281973817
FacebookAI/roberta-base	44	reverse_letter_case	0.1	1	3522	0.6357541899441341	0.5273401297497683	0.5764944275582573
FacebookAI/roberta-base	40	delete_character	0.1	1	3522	0.6520190023752969	0.5088044485634847	0.5715773034877668
FacebookAI/roberta-base	41	delete_character	0.1	1	3522	0.6158730158730159	0.5393883225208527	0.575098814229249
FacebookAI/roberta-base	42	delete_character	0.1	1	3522	0.5828460038986355	0.5542168674698795	0.5681710213776723
FacebookAI/roberta-base	43	delete_character	0.1	1	3522	0.6199095022624435	0.5078776645041705	0.5583290881304126
FacebookAI/roberta-base	44	delete_character	0.1	1	3522	0.6498829039812647	0.5143651529193698	0.5742369374030005
FacebookAI/roberta-base	40	swap_characters	0.1	1	3494	0.6363636363636364	0.4995366079703429	0.5597092419522327
FacebookAI/roberta-base	41	swap_characters	0.1	1	3494	0.653179190751445	0.5236329935125116	0.581275720164609
FacebookAI/roberta-base	42	swap_characters	0.1	1	3494	0.6405375139977604	0.5301204819277109	0.5801217038539553
FacebookAI/roberta-base	43	swap_characters	0.1	1	3494	0.6134361233480177	0.5162187210379982	0.56064418721691
FacebookAI/roberta-base	44	swap_characters	0.1	1	3494	0.6422222222222222	0.535681186283596	0.584133400707428
FacebookAI/roberta-base	40	substitute_character	0.1	1	3520	0.6282608695652174	0.535681186283596	0.5782891445722862
FacebookAI/roberta-base	41	substitute_character	0.1	1	3520	0.6587677725118484	0.5152919369786839	0.5782631305252209
FacebookAI/roberta-base	42	substitute_character	0.1	1	3520	0.6258134490238612	0.5347544022242817	0.576711644177911
FacebookAI/roberta-base	43	substitute_character	0.1	1	3520	0.6291618828932262	0.5078776645041705	0.562051282051282
FacebookAI/roberta-base	44	substitute_character	0.1	1	3520	0.6532544378698225	0.5115848007414272	0.5738045738045738
FacebookAI/roberta-base	40	all	0.1	1	3876	0.6229327453142227	0.5236329935125116	0.5689828801611279
FacebookAI/roberta-base	41	all	0.1	1	3876	0.6488991888760139	0.5189990732159406	0.576725025746653
FacebookAI/roberta-base	42	all	0.1	1	3876	0.6620530565167243	0.5319740500463392	0.5899280575539569
FacebookAI/roberta-base	43	all	0.1	1	3876	0.6195652173913043	0.5282669138090825	0.5702851425712857
FacebookAI/roberta-base	44	all	0.1	1	3876	0.6545039908779932	0.5319740500463392	0.5869120654396728
FacebookAI/roberta-base	40	reverse_letter_case	0.3	1	3760	0.6314031180400891	0.5254865616311399	0.5735963581183611
FacebookAI/roberta-base	41	reverse_letter_case	0.3	1	3760	0.6440092165898618	0.5180722891566265	0.5742167437082691
FacebookAI/roberta-base	42	reverse_letter_case	0.3	1	3760	0.6410256410256411	0.5329008341056534	0.5819838056680161
FacebookAI/roberta-base	43	reverse_letter_case	0.3	1	3760	0.616557734204793	0.5245597775718258	0.5668502754131197
FacebookAI/roberta-base	44	reverse_letter_case	0.3	1	3760	0.6406593406593407	0.5403151065801668	0.5862242332830567
FacebookAI/roberta-base	40	delete_character	0.3	1	3762	0.6251402918069585	0.5162187210379982	0.565482233502538
FacebookAI/roberta-base	41	delete_character	0.3	1	3762	0.6523297491039427	0.5060240963855421	0.569937369519833
FacebookAI/roberta-base	42	delete_character	0.3	1	3762	0.6571428571428571	0.5329008341056534	0.5885363357215967
FacebookAI/roberta-base	43	delete_character	0.3	1	3762	0.6395881006864989	0.5180722891566265	0.572452636968766
FacebookAI/roberta-base	44	delete_character	0.3	1	3762	0.6509433962264151	0.5115848007414272	0.5729112610275038
FacebookAI/roberta-base	40	swap_characters	0.3	1	3691	0.6099137931034483	0.5245597775718258	0.5640259093173892
FacebookAI/roberta-base	41	swap_characters	0.3	1	3691	0.6347724620770129	0.5041705282669138	0.5619834710743802
FacebookAI/roberta-base	42	swap_characters	0.3	1	3691	0.6604651162790698	0.5264133456904542	0.5858690046415678
FacebookAI/roberta-base	43	swap_characters	0.3	1	3691	0.6166484118291348	0.5217794253938832	0.5652610441767069
FacebookAI/roberta-base	44	swap_characters	0.3	1	3691	0.6382022471910113	0.5264133456904542	0.5769426104621636
FacebookAI/roberta-base	40	substitute_character	0.3	1	3751	0.6272522522522522	0.5162187210379982	0.5663446873411286
FacebookAI/roberta-base	41	substitute_character	0.3	1	3751	0.654524089306698	0.5162187210379982	0.5772020725388601
FacebookAI/roberta-base	42	substitute_character	0.3	1	3751	0.6520231213872832	0.5227062094531975	0.5802469135802469
FacebookAI/roberta-base	43	substitute_character	0.3	1	3751	0.6208053691275168	0.5143651529193698	0.5625950329447542
FacebookAI/roberta-base	44	substitute_character	0.3	1	3751	0.6548881036513545	0.5152919369786839	0.5767634854771784
FacebookAI/roberta-base	40	all	0.3	1	4782	0.5556561085972851	0.5690454124189064	0.5622710622710623
FacebookAI/roberta-base	41	all	0.3	1	4782	0.5753968253968254	0.5375347544022243	0.5558217537134642
FacebookAI/roberta-base	42	all	0.3	1	4782	0.5953079178885631	0.5644114921223355	0.5794481446241675
FacebookAI/roberta-base	43	all	0.3	1	4782	0.5114893617021277	0.556997219647822	0.5332741792369122
FacebookAI/roberta-base	44	all	0.3	1	4782	0.5586334256694367	0.5607043558850788	0.5596669750231268
FacebookAI/roberta-base	40	reverse_letter_case	0.5	1	3992	0.6203605514316013	0.5421686746987951	0.5786350148367954
FacebookAI/roberta-base	41	reverse_letter_case	0.5	1	3992	0.5707591377694471	0.5644114921223355	0.5675675675675675
FacebookAI/roberta-base	42	reverse_letter_case	0.5	1	3992	0.6347634763476347	0.5347544022242817	0.5804828973843058
FacebookAI/roberta-base	43	reverse_letter_case	0.5	1	3992	0.5281501340482574	0.5477293790546802	0.537761601455869
FacebookAI/roberta-base	44	reverse_letter_case	0.5	1	3992	0.6361631753031973	0.5347544022242817	0.581067472306143
FacebookAI/roberta-base	40	delete_character	0.5	1	3997	0.6357541899441341	0.5273401297497683	0.5764944275582573
FacebookAI/roberta-base	41	delete_character	0.5	1	3997	0.6394948335246843	0.5162187210379982	0.5712820512820513
FacebookAI/roberta-base	42	delete_character	0.5	1	3997	0.6408529741863075	0.5291936978683967	0.5796954314720812
FacebookAI/roberta-base	43	delete_character	0.5	1	3997	0.6027542372881356	0.5273401297497683	0.5625308947108256
FacebookAI/roberta-base	44	delete_character	0.5	1	3997	0.6384872080088988	0.5319740500463392	0.5803842264914055
FacebookAI/roberta-base	40	swap_characters	0.5	1	3885	0.6108695652173913	0.5208526413345691	0.5622811405702852
FacebookAI/roberta-base	41	swap_characters	0.5	1	3885	0.5961145194274029	0.5403151065801668	0.5668449197860963
FacebookAI/roberta-base	42	swap_characters	0.5	1	3885	0.6514806378132119	0.5301204819277109	0.5845682166581503
FacebookAI/roberta-base	43	swap_characters	0.5	1	3885	0.6111719605695509	0.5171455050973123	0.5602409638554217
FacebookAI/roberta-base	44	swap_characters	0.5	1	3885	0.6555299539170507	0.5273401297497683	0.5844889573703133
FacebookAI/roberta-base	40	substitute_character	0.5	1	3990	0.6169989506820567	0.5449490268767377	0.5787401574803149
FacebookAI/roberta-base	41	substitute_character	0.5	1	3990	0.6367763904653803	0.5199258572752549	0.5724489795918367
FacebookAI/roberta-base	42	substitute_character	0.5	1	3990	0.6441241685144125	0.5384615384615384	0.5865724381625442
FacebookAI/roberta-base	43	substitute_character	0.5	1	3990	0.6163793103448276	0.5301204819277109	0.5700049825610363
FacebookAI/roberta-base	44	substitute_character	0.5	1	3990	0.6334792122538293	0.5366079703429101	0.5810336176618163
FacebookAI/roberta-base	40	all	0.5	1	5682	0.5417743324720069	0.5829471733086191	0.561607142857143
FacebookAI/roberta-base	41	all	0.5	1	5682	0.5436982520699172	0.5477293790546802	0.5457063711911356
FacebookAI/roberta-base	42	all	0.5	1	5682	0.5294117647058824	0.5922150139017609	0.5590551181102362
FacebookAI/roberta-base	43	all	0.5	1	5682	0.4804241435562806	0.5458758109360519	0.5110629067245118
FacebookAI/roberta-base	44	all	0.5	1	5682	0.5239338555265448	0.5579240037071362	0.540394973070018
FacebookAI/roberta-base	40	reverse_letter_case	0.7	1	4227	0.5961538461538461	0.5458758109360519	0.5699080793420416
FacebookAI/roberta-base	41	reverse_letter_case	0.7	1	4227	0.6109958506224067	0.5458758109360519	0.5766030347528146
FacebookAI/roberta-base	42	reverse_letter_case	0.7	1	4227	0.6292016806722689	0.5551436515291936	0.5898572131954702
FacebookAI/roberta-base	43	reverse_letter_case	0.7	1	4227	0.5868263473053892	0.5449490268767377	0.565112926477655
FacebookAI/roberta-base	44	reverse_letter_case	0.7	1	4227	0.6301806588735388	0.5495829471733086	0.5871287128712871
FacebookAI/roberta-base	40	delete_character	0.7	1	4232	0.6044303797468354	0.531047265987025	0.5653675382338431
FacebookAI/roberta-base	41	delete_character	0.7	1	4232	0.627831715210356	0.5393883225208527	0.580259222333001
FacebookAI/roberta-base	42	delete_character	0.7	1	4232	0.6418400876232202	0.5430954587581094	0.5883534136546185
FacebookAI/roberta-base	43	delete_character	0.7	1	4232	0.5893769152196119	0.5347544022242817	0.5607385811467445
FacebookAI/roberta-base	44	delete_character	0.7	1	4232	0.6491228070175439	0.5143651529193698	0.5739400206825233
FacebookAI/roberta-base	40	swap_characters	0.7	1	4064	0.6108165429480382	0.5338276181649676	0.56973293768546
FacebookAI/roberta-base	41	swap_characters	0.7	1	4064	0.6270627062706271	0.5282669138090825	0.5734406438631791
FacebookAI/roberta-base	42	swap_characters	0.7	1	4064	0.6167355371900827	0.5532900834105653	0.5832926233512457
FacebookAI/roberta-base	43	swap_characters	0.7	1	4064	0.6010471204188481	0.5319740500463392	0.5644051130776795
FacebookAI/roberta-base	44	swap_characters	0.7	1	4064	0.6421514818880352	0.5421686746987951	0.5879396984924624
FacebookAI/roberta-base	40	substitute_character	0.7	1	4219	0.5767716535433071	0.5430954587581094	0.5594272076372315
FacebookAI/roberta-base	41	substitute_character	0.7	1	4219	0.5817825661116552	0.5505097312326228	0.5657142857142857
FacebookAI/roberta-base	42	substitute_character	0.7	1	4219	0.6332982086406744	0.556997219647822	0.5927021696252465
FacebookAI/roberta-base	43	substitute_character	0.7	1	4219	0.6059322033898306	0.5301204819277109	0.5654967869500741
FacebookAI/roberta-base	44	substitute_character	0.7	1	4219	0.6458333333333334	0.5458758109360519	0.5916624811652436
FacebookAI/roberta-base	40	all	0.7	1	6560	0.5044971381847915	0.571825764596849	0.5360556038227628
FacebookAI/roberta-base	41	all	0.7	1	6560	0.5211389128559103	0.5597775718257646	0.5397676496872207
FacebookAI/roberta-base	42	all	0.7	1	6560	0.5377276669557676	0.5746061167747915	0.5555555555555555
FacebookAI/roberta-base	43	all	0.7	1	6560	0.4774703557312253	0.5597775718257646	0.515358361774744
FacebookAI/roberta-base	44	all	0.7	1	6560	0.5682051282051283	0.5134383688600556	0.5394352482960078
FacebookAI/roberta-base	40	reverse_letter_case	0.9	1	4466	0.598605577689243	0.556997219647822	0.5770523283725396
FacebookAI/roberta-base	41	reverse_letter_case	0.9	1	4466	0.6051546391752577	0.5440222428174235	0.5729624206930208
FacebookAI/roberta-base	42	reverse_letter_case	0.9	1	4466	0.6146146146146146	0.5690454124189064	0.5909528392685275
FacebookAI/roberta-base	43	reverse_letter_case	0.9	1	4466	0.5746124031007752	0.5495829471733086	0.561819043107532
FacebookAI/roberta-base	44	reverse_letter_case	0.9	1	4466	0.6146694214876033	0.5514365152919369	0.5813385442110406
FacebookAI/roberta-base	40	delete_character	0.9	1	4468	0.6299045599151644	0.5505097312326228	0.5875370919881305
FacebookAI/roberta-base	41	delete_character	0.9	1	4468	0.6050156739811913	0.5366079703429101	0.568762278978389
FacebookAI/roberta-base	42	delete_character	0.9	1	4468	0.6287179487179487	0.5681186283595923	0.5968841285296982
FacebookAI/roberta-base	43	delete_character	0.9	1	4468	0.5858283433133733	0.5440222428174235	0.5641518500720808
FacebookAI/roberta-base	44	delete_character	0.9	1	4468	0.6255411255411255	0.535681186283596	0.5771342985521717
FacebookAI/roberta-base	40	swap_characters	0.9	1	4266	0.63646408839779	0.5338276181649676	0.5806451612903225
FacebookAI/roberta-base	41	swap_characters	0.9	1	4266	0.5689819219790676	0.5542168674698795	0.5615023474178404
FacebookAI/roberta-base	42	swap_characters	0.9	1	4266	0.6477024070021882	0.5486561631139945	0.594079277471149
FacebookAI/roberta-base	43	swap_characters	0.9	1	4266	0.5811623246492986	0.5375347544022243	0.5584978334135773
FacebookAI/roberta-base	44	swap_characters	0.9	1	4266	0.6410537870472008	0.541241890639481	0.5869346733668341
FacebookAI/roberta-base	40	substitute_character	0.9	1	4455	0.6069958847736625	0.5468025949953661	0.5753291077523159
FacebookAI/roberta-base	41	substitute_character	0.9	1	4455	0.6108108108108108	0.5236329935125116	0.5638722554890221
FacebookAI/roberta-base	42	substitute_character	0.9	1	4455	0.6501079913606912	0.5579240037071362	0.6004987531172071
FacebookAI/roberta-base	43	substitute_character	0.9	1	4455	0.5923309788092835	0.5440222428174235	0.5671497584541063
FacebookAI/roberta-base	44	substitute_character	0.9	1	4455	0.6150627615062761	0.5449490268767377	0.577886977886978
FacebookAI/roberta-base	40	all	0.9	1	7473	0.5222602739726028	0.5653382761816497	0.5429461504227859
FacebookAI/roberta-base	41	all	0.9	1	7473	0.5300988319856245	0.5468025949953661	0.5383211678832118
FacebookAI/roberta-base	42	all	0.9	1	7473	0.516734693877551	0.5866543095458758	0.5494791666666666
FacebookAI/roberta-base	43	all	0.9	1	7473	0.5091059602649006	0.5699721964782206	0.5378224748578925
FacebookAI/roberta-base	44	all	0.9	1	7473	0.5293602103418055	0.5597775718257646	0.5441441441441441
FacebookAI/roberta-base	40	reverse_letter_case	1	1	4575	0.5598802395209581	0.5199258572752549	0.5391638635271505
FacebookAI/roberta-base	41	reverse_letter_case	1	1	4575	0.5707591377694471	0.5644114921223355	0.5675675675675675
FacebookAI/roberta-base	42	reverse_letter_case	1	1	4575	0.5982318271119843	0.5644114921223355	0.580829756795422
FacebookAI/roberta-base	43	reverse_letter_case	1	1	4575	0.5398388540734109	0.5588507877664504	0.5491803278688525
FacebookAI/roberta-base	44	reverse_letter_case	1	1	4575	0.596078431372549	0.5634847080630213	0.5793234873749404
FacebookAI/roberta-base	40	delete_character	1	1	4579	0.601980198019802	0.5634847080630213	0.582096696984203
FacebookAI/roberta-base	41	delete_character	1	1	4579	0.6033057851239669	0.541241890639481	0.570591108939912
FacebookAI/roberta-base	42	delete_character	1	1	4579	0.6230200633579726	0.5468025949953661	0.5824284304047385
FacebookAI/roberta-base	43	delete_character	1	1	4579	0.5876591576885406	0.5560704355885079	0.5714285714285715
FacebookAI/roberta-base	44	delete_character	1	1	4579	0.6330777656078861	0.535681186283596	0.5803212851405622
FacebookAI/roberta-base	40	swap_characters	1	1	4355	0.6115702479338843	0.5486561631139945	0.5784074255007329
FacebookAI/roberta-base	41	swap_characters	1	1	4355	0.6158798283261803	0.5319740500463392	0.5708602685231229
FacebookAI/roberta-base	42	swap_characters	1	1	4355	0.6293193717277487	0.556997219647822	0.590953785644051
FacebookAI/roberta-base	43	swap_characters	1	1	4355	0.6020942408376964	0.5329008341056534	0.5653883972468043
FacebookAI/roberta-base	44	swap_characters	1	1	4355	0.6291891891891892	0.5393883225208527	0.5808383233532934
FacebookAI/roberta-base	40	substitute_character	1	1	4559	0.5563839701770736	0.5532900834105653	0.5548327137546468
FacebookAI/roberta-base	41	substitute_character	1	1	4559	0.6241758241758242	0.5264133456904542	0.5711412770236299
FacebookAI/roberta-base	42	substitute_character	1	1	4559	0.6232179226069247	0.567191844300278	0.593886462882096
FacebookAI/roberta-base	43	substitute_character	1	1	4559	0.5948186528497409	0.5319740500463392	0.5616438356164384
FacebookAI/roberta-base	44	substitute_character	1	1	4559	0.6202661207778914	0.561631139944393	0.5894941634241245
FacebookAI/roberta-base	40	all	1	1	7886	0.5262267343485617	0.5764596848934198	0.5501990269792127
FacebookAI/roberta-base	41	all	1	1	7886	0.5318221447253705	0.5653382761816497	0.5480682839173405
FacebookAI/roberta-base	42	all	1	1	7886	0.5831721470019342	0.5588507877664504	0.5707524846190251
FacebookAI/roberta-base	43	all	1	1	7886	0.5469924812030075	0.5393883225208527	0.543163789080728
FacebookAI/roberta-base	44	all	1	1	7886	0.5324675324675324	0.5319740500463392	0.5322206768660175
